estimate_id,run_id,timestamp_utc,prompt_version,model_backend,model_name,tracking_id,parent_market_name,market_name,primary_outcome_to_track,region,bucket,system_type,underlying_event_group,gamma_market_id,condition_id,exact_polymarket_slug,market_url,token_id,outcome_contract_question,fair_value,confidence,should_abstain,rationale_short,key_uncertainties_json,base_rate_notes,evidence_packet_paths_json,prompt_hash,raw_response,parse_status,error,comparison_price,price_type,liquidity_flags,signal_ready
20260626T160140Z:RSO-0034,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0034,Alaska Senate Election Winner,Alaska Senate Election Winner — Richard Grayson,Richard Grayson,US,us_senate,us_statewide,alaska_senate_2026,634978,0x998ee2bd25cea8e07eaf1b1f1be82ba6c3ecfd74c28a87497786103d84fd06d8,will-richard-grayson-win-the-alaska-senate-race-in-2026,https://polymarket.com/event/will-richard-grayson-win-the-alaska-senate-race-in-2026,59588004575158257289531312065982350985369269880352045258164216668046489178917,Will Richard Grayson win the Alaska Senate race in 2026?,0.25,0.4,false,Alaska's Senate race is competitive with a Democratic-leaning state but Republican advantage in Senate. Richard Grayson is a long-shot candidate with limited evidence of nomination or strong polling.,"[""State partisanship shift"", ""Candidate nomination status"", ""National midterm trends"", ""Polling accuracy"", ""Incumbent impact""]","Start from Alaska's recent federal voting pattern, which leans Democratic but with Senate race specifics needing adjustment for candidate quality and national environment.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/alaska-senate-2026.md"", ""evidence/parents/alaska-senate-election-winner.md"", ""evidence/markets/RSO-0034.md""]",82f02a6ee62ef310,"{""fair_value"":0.25,""confidence"":0.4,""should_abstain"":false,""rationale_short"":""Alaska's Senate race is competitive with a Democratic-leaning state but Republican advantage in Senate. Richard Grayson is a long-shot candidate with limited evidence of nomination or strong polling."",""key_uncertainties"":[""State partisanship shift"",""Candidate nomination status"",""National midterm trends"",""Polling accuracy"",""Incumbent impact""],""base_rate_notes"":""Start from Alaska's recent federal voting pattern, which leans Democratic but with Senate race specifics needing adjustment for candidate quality and national environment.""}",OK,,0.0015,mid,,true
20260626T160140Z:RSO-0035,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0035,Nebraska Senate Election Winner,Nebraska Senate Election Winner — Republican,Republican,US,us_senate,us_statewide,nebraska_senate_2026,634892,0x71e9f5312aac62bdc9b87fa8d171fa929eca6243d815298c4c7d61303f7d53dd,will-the-republicans-win-the-nebraska-senate-race-in-2026,https://polymarket.com/event/will-the-republicans-win-the-nebraska-senate-race-in-2026,92576281548134350814800877416860562553699794074017301653635964206220838638047,Will the Republicans win the Nebraska Senate race in 2026?,0.55,0.65,false,"Nebraska's Senate race is competitive with a recent lean toward Republicans, but national context and state-specific factors keep it uncertain.","[""National generic ballot impact"", ""State-specific polling accuracy"", ""Candidate quality dynamics"", ""Incumbent status"", ""Potential for late-breaking events""]","Starts from Nebraska's recent federal voting pattern with a slight Republican lean, adjusted for national midterms context.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/nebraska-senate-2026.md"", ""evidence/parents/nebraska-senate-election-winner.md"", ""evidence/markets/RSO-0035.md""]",a41f8b6166ac4055,"{""fair_value"":0.55,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""Nebraska's Senate race is competitive with a recent lean toward Republicans, but national context and state-specific factors keep it uncertain."",""key_uncertainties"":[""National generic ballot impact"",""State-specific polling accuracy"",""Candidate quality dynamics"",""Incumbent status"",""Potential for late-breaking events""],""base_rate_notes"":""Starts from Nebraska's recent federal voting pattern with a slight Republican lean, adjusted for national midterms context.""}",OK,,0.295,mid,,true
20260626T160140Z:RSO-0036,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0036,Nebraska Senate Election Winner,Nebraska Senate Election Winner — Independent,Independent,US,us_senate,us_statewide,nebraska_senate_2026,634893,0x5554740293afa7aafd5fed10fd2de43a898e2884c1f98bd65185e703f371b9db,will-an-independent-win-the-nebraska-senate-race-in-2026,https://polymarket.com/event/will-an-independent-win-the-nebraska-senate-race-in-2026,47975366268282823322598946778919483335780002591367838795894307024076579116518,Will an independent win the Nebraska Senate race in 2026?,0.05,0.3,false,"Nebraska's Senate race is a Republican-leaning state, with a Democratic generic ballot advantage but no specific evidence for an Independent win. Base rate favors Republican or Democrat.","[""State partisanship trends"", ""Candidate quality and polling"", ""National political environment impact"", ""Independent candidate viability"", ""Special election dynamics""]","Nebraska is a reliably Republican state in presidential elections, though recent trends show some Democratic gains.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/nebraska-senate-2026.md"", ""evidence/parents/nebraska-senate-election-winner.md"", ""evidence/markets/RSO-0036.md""]",4f42afecaf3363ba,"{""fair_value"":0.05,""confidence"":0.3,""should_abstain"":false,""rationale_short"":""Nebraska's Senate race is a Republican-leaning state, with a Democratic generic ballot advantage but no specific evidence for an Independent win. Base rate favors Republican or Democrat."",""key_uncertainties"":[""State partisanship trends"",""Candidate quality and polling"",""National political environment impact"",""Independent candidate viability"",""Special election dynamics""],""base_rate_notes"":""Nebraska is a reliably Republican state in presidential elections, though recent trends show some Democratic gains.""}",OK,,0.001,ask_only,no_bids,true
20260626T160140Z:RSO-0037,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0037,Nebraska Senate Election Winner,Nebraska Senate Election Winner — Democrat,Democrat,US,us_senate,us_statewide,nebraska_senate_2026,634891,0x12ac475399b12fd74917ccf0e29ce338eb4fc76c066cc8b56d01d2f9a2b17597,will-the-democrats-win-the-nebraska-senate-race-in-2026,https://polymarket.com/event/will-the-democrats-win-the-nebraska-senate-race-in-2026,55269299240433422758148290868724152324629587438760275683104577693660207425448,Will the Democrats win the Nebraska Senate race in 2026?,0.45,0.65,false,"Nebraska's Senate race is competitive with a split legislature, national Democratic advantage, but state-level dynamics and candidate quality are uncertain.","[""State partisanship nuances"", ""Candidate quality impact"", ""National wave effect"", ""Polling accuracy"", ""Special election dynamics""]","Start from Nebraska's recent federal voting pattern, adjusted for national context and state-specific factors.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/nebraska-senate-2026.md"", ""evidence/parents/nebraska-senate-election-winner.md"", ""evidence/markets/RSO-0037.md""]",37f4f2f4ea8892e9,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""Nebraska's Senate race is competitive with a split legislature, national Democratic advantage, but state-level dynamics and candidate quality are uncertain."",""key_uncertainties"":[""State partisanship nuances"",""Candidate quality impact"",""National wave effect"",""Polling accuracy"",""Special election dynamics""],""base_rate_notes"":""Start from Nebraska's recent federal voting pattern, adjusted for national context and state-specific factors.""}",OK,,0.71,mid,,true
20260626T160140Z:RSO-0038,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0038,Michigan Senate Election Winner,Michigan Senate Election Winner — Democrat,Democrat,US,us_senate,us_statewide,michigan_senate_2026,630805,0xbfeb6d4cf3eab6071e204219b0647c8224d63a12778df467311b5f2a4b3a5bd4,will-the-democrats-win-the-michigan-senate-race-in-2026,https://polymarket.com/event/will-the-democrats-win-the-michigan-senate-race-in-2026,71772627544132140586824126381855151743830987860593343955509593715269534710061,Will the Democrats win the Michigan Senate race in 2026?,0.45,0.65,false,Michigan's Senate race is competitive with a Democratic-leaning state but Republican advantage in some districts. National context favors Democrats but Senate races are state-specific.,"[""State-specific polling accuracy"", ""Candidate quality impact"", ""National wave effect magnitude"", ""Incumbent status"", ""Special election dynamics""]","Start from Michigan's recent federal voting pattern, which is Democratic-leaning but with competitive districts.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/michigan-senate-2026.md"", ""evidence/parents/michigan-senate-election-winner.md"", ""evidence/markets/RSO-0038.md""]",bf03ecddefa253bb,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""Michigan's Senate race is competitive with a Democratic-leaning state but Republican advantage in some districts. National context favors Democrats but Senate races are state-specific."",""key_uncertainties"":[""State-specific polling accuracy"",""Candidate quality impact"",""National wave effect magnitude"",""Incumbent status"",""Special election dynamics""],""base_rate_notes"":""Start from Michigan's recent federal voting pattern, which is Democratic-leaning but with competitive districts.""}",OK,,0.9415,mid,,true
20260626T160140Z:RSO-0039,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0039,Michigan Senate Election Winner,Michigan Senate Election Winner — Republican,Republican,US,us_senate,us_statewide,michigan_senate_2026,630806,0x3fd189cac9280dfc49a07115581e8d4c9e0b7e1c1e8580a44e9ff3d74e39cf2d,will-the-republicans-win-the-michigan-senate-race-in-2026,https://polymarket.com/event/will-the-republicans-win-the-michigan-senate-race-in-2026,1046980875306043125128331871114794349002409233139736033870402475326170083426,Will the Republicans win the Michigan Senate race in 2026?,0.45,0.65,false,"Michigan's Senate race is competitive with a recent lean toward Democrats, but national context and candidate quality could shift outcomes.","[""National generic ballot impact"", ""Candidate quality dynamics"", ""State-specific polling accuracy"", ""Incumbent status"", ""Special election dynamics""]",Starts from Michigan's recent federal voting pattern with a slight Democratic lean.,"[""evidence/shared/us_midterms_context.md"", ""evidence/parents/michigan-senate-2026.md"", ""evidence/parents/michigan-senate-election-winner.md"", ""evidence/markets/RSO-0039.md""]",07e2750597962c6e,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""Michigan's Senate race is competitive with a recent lean toward Democrats, but national context and candidate quality could shift outcomes."",""key_uncertainties"":[""National generic ballot impact"",""Candidate quality dynamics"",""State-specific polling accuracy"",""Incumbent status"",""Special election dynamics""],""base_rate_notes"":""Starts from Michigan's recent federal voting pattern with a slight Democratic lean.""}",OK,,0.1145,mid,,true
20260626T160140Z:RSO-0040,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0040,Ohio Senate Election Winner,Ohio Senate Election Winner — Sherrod Brown (D),Sherrod Brown (D),US,us_senate,us_statewide,ohio_senate_2026,631057,0x968a1a79e001d49fa3ee1429e3b95eb01797587740f86d4e6becf3ab1b275bfb,will-the-democrats-win-the-ohio-senate-race-in-2026,https://polymarket.com/event/will-the-democrats-win-the-ohio-senate-race-in-2026,83018072688154066292491996133599479395547801317505487833443670253228061205312,Will the Democrats win the Ohio Senate race in 2026?,0.55,0.65,false,Ohio's Senate race is competitive with a Democratic-leaning national environment but uncertain state-specific factors.,"[""National generic ballot impact"", ""State-specific polling accuracy"", ""Candidate quality dynamics"", ""Incumbent advantage"", ""Local issues influence""]",Starts from Ohio's recent federal voting pattern with moderate adjustment for candidate quality and national environment.,"[""evidence/shared/us_midterms_context.md"", ""evidence/parents/ohio-senate-2026.md"", ""evidence/parents/ohio-senate-election-winner.md"", ""evidence/markets/RSO-0040.md""]",b80232eb7d9f9945,"{""fair_value"":0.55,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""Ohio's Senate race is competitive with a Democratic-leaning national environment but uncertain state-specific factors."",""key_uncertainties"":[""National generic ballot impact"",""State-specific polling accuracy"",""Candidate quality dynamics"",""Incumbent advantage"",""Local issues influence""],""base_rate_notes"":""Starts from Ohio's recent federal voting pattern with moderate adjustment for candidate quality and national environment.""}",OK,,0.016,mid,,true
20260626T160140Z:RSO-0041,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0041,Ohio Senate Election Winner,Ohio Senate Election Winner — Jon Husted (R),Jon Husted (R),US,us_senate,us_statewide,ohio_senate_2026,631058,0x771873c365f87bffd990644e4b688aebc1be7f18396d2eab64b996ff66e88669,will-the-republicans-win-the-ohio-senate-race-in-2026,https://polymarket.com/event/will-the-republicans-win-the-ohio-senate-race-in-2026,69908185249078099348466099388148864764525845923415294308139153388799352317616,Will the Republicans win the Ohio Senate race in 2026?,0.45,0.65,false,Ohio's Senate race is competitive with a Democratic-leaning state but Republican advantage in some districts. National context favors Democrats but Senate races are state-specific.,"[""State-specific polling accuracy"", ""Candidate quality impact"", ""National wave effect"", ""Incumbent status"", ""Special elections influence""]","Start from Ohio's recent federal voting pattern, adjust for candidate nomination status and national environment.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/ohio-senate-2026.md"", ""evidence/parents/ohio-senate-election-winner.md"", ""evidence/markets/RSO-0041.md""]",1eec30f5c1e0a105,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""Ohio's Senate race is competitive with a Democratic-leaning state but Republican advantage in some districts. National context favors Democrats but Senate races are state-specific."",""key_uncertainties"":[""State-specific polling accuracy"",""Candidate quality impact"",""National wave effect"",""Incumbent status"",""Special elections influence""],""base_rate_notes"":""Start from Ohio's recent federal voting pattern, adjust for candidate nomination status and national environment.""}",OK,,0.57,mid,,true
20260626T160140Z:RSO-0042,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0042,North Carolina Senate Election Winner,North Carolina Senate Election Winner — Roy Cooper (D),Roy Cooper (D),US,us_senate,us_statewide,north_carolina_senate_2026,630883,0x129dbcb7d39ff8df5f0d7685a2db6400b5db37d3963914486fbb7fd2bc96a923,will-the-democrats-win-the-north-carolina-senate-race-in-2026,https://polymarket.com/event/will-the-democrats-win-the-north-carolina-senate-race-in-2026,107151098936186723859677628536733880558851060002514795735761427447010628440047,Will the Democrats win the North Carolina Senate race in 2026?,0.55,0.65,false,"North Carolina is a competitive state with a recent Democratic governor and a Republican Senate seat. National trends favor Democrats, but Senate races are less predictable. No strong polling or candidate quality data provided.","[""State partisanship shift"", ""Candidate quality impact"", ""National wave effect"", ""Polling accuracy"", ""Special elections influence""]","Start from North Carolina's recent federal voting pattern, which leans Republican but has Democratic governors. Adjust for candidate quality and national environment.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/north-carolina-senate-2026.md"", ""evidence/parents/north-carolina-senate-election-winner.md"", ""evidence/markets/RSO-0042.md""]",8ea1d8dce528ec9d,"{""fair_value"":0.55,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""North Carolina is a competitive state with a recent Democratic governor and a Republican Senate seat. National trends favor Democrats, but Senate races are less predictable. No strong polling or candidate quality data provided."",""key_uncertainties"":[""State partisanship shift"",""Candidate quality impact"",""National wave effect"",""Polling accuracy"",""Special elections influence""],""base_rate_notes"":""Start from North Carolina's recent federal voting pattern, which leans Republican but has Democratic governors. Adjust for candidate quality and national environment.""}",OK,,0.001,ask_only,no_bids,true
20260626T160140Z:RSO-0043,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0043,North Carolina Senate Election Winner,North Carolina Senate Election Winner — Michael Whatley (R),Michael Whatley (R),US,us_senate,us_statewide,north_carolina_senate_2026,630884,0xd59f25520a8c0ea44a9c9741a97c8c3d769e21f1479b9a14e1a9d475e91f522a,will-the-republicans-win-the-north-carolina-senate-race-in-2026,https://polymarket.com/event/will-the-republicans-win-the-north-carolina-senate-race-in-2026,62831517509825405761763142539845746280269675872170259538293560849475982647892,Will the Republicans win the North Carolina Senate race in 2026?,0.45,0.65,false,"North Carolina is a competitive state with a recent lean toward Democrats, but national trends favor Democrats. However, the specific race lacks detailed polling, and candidate quality is a key factor.","[""State-specific polling data"", ""Candidate quality impact"", ""National political environment shifts"", ""Incumbent status"", ""Special elections influence""]",Starts from North Carolina's recent federal voting pattern with moderate adjustments for candidate quality and national environment.,"[""evidence/shared/us_midterms_context.md"", ""evidence/parents/north-carolina-senate-2026.md"", ""evidence/parents/north-carolina-senate-election-winner.md"", ""evidence/markets/RSO-0043.md""]",970759663145ade3,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""North Carolina is a competitive state with a recent lean toward Democrats, but national trends favor Democrats. However, the specific race lacks detailed polling, and candidate quality is a key factor."",""key_uncertainties"":[""State-specific polling data"",""Candidate quality impact"",""National political environment shifts"",""Incumbent status"",""Special elections influence""],""base_rate_notes"":""Starts from North Carolina's recent federal voting pattern with moderate adjustments for candidate quality and national environment.""}",OK,,0.825,mid,,true
20260626T160140Z:RSO-0044,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0044,Georgia Senate Election Winner,Georgia Senate Election Winner — Democrat,Democrat,US,us_senate,us_statewide,georgia_senate_2026,630692,0x3c5b93b91196c8db64e63c424979da8cfbf44a4501afd70d2480ee28fbf306a2,will-the-democrats-win-the-georgia-senate-race-in-2026,https://polymarket.com/event/will-the-democrats-win-the-georgia-senate-race-in-2026,21024219148268989748704207701411444044468128261642675917026452687231462203167,Will the Democrats win the Georgia Senate race in 2026?,0.45,0.65,false,"Georgia's Senate race is competitive with a recent lean towards Republicans, but national Democratic momentum and state-specific factors could influence the outcome.","[""National generic ballot trends"", ""State-specific polling accuracy"", ""Candidate quality impact"", ""Incumbent status"", ""Redistricting effects""]","Georgia's recent federal voting patterns show a slight Republican lean, but national Democratic momentum and state-specific factors could shift the balance.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/georgia-senate-2026.md"", ""evidence/parents/georgia-senate-election-winner.md"", ""evidence/markets/RSO-0044.md""]",9057fcd90aed6972,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""Georgia's Senate race is competitive with a recent lean towards Republicans, but national Democratic momentum and state-specific factors could influence the outcome."",""key_uncertainties"":[""National generic ballot trends"",""State-specific polling accuracy"",""Candidate quality impact"",""Incumbent status"",""Redistricting effects""],""base_rate_notes"":""Georgia's recent federal voting patterns show a slight Republican lean, but national Democratic momentum and state-specific factors could shift the balance.""}",OK,,0.0105,mid,,true
20260626T160140Z:RSO-0045,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0045,Georgia Senate Election Winner,Georgia Senate Election Winner — Republican,Republican,US,us_senate,us_statewide,georgia_senate_2026,630693,0x54e4e816cc5868e2f933c6bbc597e3313bdad382be3ecf7eaa4d8fa5c3f1a1bd,will-the-republicans-win-the-georgia-senate-race-in-2026,https://polymarket.com/event/will-the-republicans-win-the-georgia-senate-race-in-2026,43777191461245536274027792855557351629362906569064322165760098912770293918104,Will the Republicans win the Georgia Senate race in 2026?,0.45,0.65,false,"Georgia's recent federal voting patterns lean Republican, but national Democratic advantage and Senate race dynamics suggest moderate Republican favoritism. National generic ballot trends and Senate control dynamics influence the outcome.","[""National generic ballot impact on state race"", ""Candidate quality and scandals"", ""State-specific polling accuracy"", ""Senate map competitiveness"", ""Incumbent status and open-seat status""]","Start from Georgia's recent federal voting pattern, adjust for national environment and Senate race dynamics.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/georgia-senate-2026.md"", ""evidence/parents/georgia-senate-election-winner.md"", ""evidence/markets/RSO-0045.md""]",afe5b650bfbaa83b,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""Georgia's recent federal voting patterns lean Republican, but national Democratic advantage and Senate race dynamics suggest moderate Republican favoritism. National generic ballot trends and Senate control dynamics influence the outcome."",""key_uncertainties"":[""National generic ballot impact on state race"",""Candidate quality and scandals"",""State-specific polling accuracy"",""Senate map competitiveness"",""Incumbent status and open-seat status""],""base_rate_notes"":""Start from Georgia's recent federal voting pattern, adjust for national environment and Senate race dynamics.""}",OK,,0.86,mid,,true
20260626T160140Z:RSO-0046,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0046,New Hampshire Senate Election Winner,New Hampshire Senate Election Winner — Democrat,Democrat,US,us_senate,us_statewide,new_hampshire_senate_2026,630844,0xfc5c740e4617eb9908ceada7c91bfbe1cd41f172d703ef811d544e60a7a70bb5,will-the-democrats-win-the-new-hampshire-senate-race-in-2026,https://polymarket.com/event/will-the-democrats-win-the-new-hampshire-senate-race-in-2026,82410058691149830741200014405570918770267839390767234397030380747995715352939,Will the Democrats win the New Hampshire Senate race in 2026?,0.45,0.65,false,"New Hampshire is a competitive state with a recent lean toward Republicans. National Democratic advantage may help, but Senate races are state-specific and require local polling or candidate quality shifts.","[""State-specific polling trends"", ""Candidate quality impact"", ""National wave effect magnitude"", ""Incumbent status"", ""Special election dynamics""]","Start from New Hampshire's recent federal voting pattern, which is slightly Republican-leaning.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/new-hampshire-senate-2026.md"", ""evidence/parents/new-hampshire-senate-election-winner.md"", ""evidence/markets/RSO-0046.md""]",751290f8095b337d,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""New Hampshire is a competitive state with a recent lean toward Republicans. National Democratic advantage may help, but Senate races are state-specific and require local polling or candidate quality shifts."",""key_uncertainties"":[""State-specific polling trends"",""Candidate quality impact"",""National wave effect magnitude"",""Incumbent status"",""Special election dynamics""],""base_rate_notes"":""Start from New Hampshire's recent federal voting pattern, which is slightly Republican-leaning.""}",OK,,0.1565,mid,,true
20260626T160140Z:RSO-0047,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0047,New Hampshire Senate Election Winner,New Hampshire Senate Election Winner — Republican,Republican,US,us_senate,us_statewide,new_hampshire_senate_2026,630845,0x57599a84bf50c94b958adb020aa2a25bf02e26453e500d3b739d86e6b783774c,will-the-republicans-win-the-new-hampshire-senate-race-in-2026,https://polymarket.com/event/will-the-republicans-win-the-new-hampshire-senate-race-in-2026,62227089537100115269143206481757249285124282589590263790284791475153705872216,Will the Republicans win the New Hampshire Senate race in 2026?,0.45,0.65,false,"New Hampshire is a competitive state with a recent lean toward Republicans, but national Democratic advantages and Senate race dynamics suggest moderate Republican favoritism.","[""National generic ballot impact"", ""State-specific polling accuracy"", ""Candidate quality effects"", ""Incumbent status"", ""Special election dynamics""]","Start from New Hampshire's recent federal voting pattern, which slightly favors Republicans, but adjust for national context and Senate race dynamics.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/new-hampshire-senate-2026.md"", ""evidence/parents/new-hampshire-senate-election-winner.md"", ""evidence/markets/RSO-0047.md""]",b03c4a2d57e91a62,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""New Hampshire is a competitive state with a recent lean toward Republicans, but national Democratic advantages and Senate race dynamics suggest moderate Republican favoritism."",""key_uncertainties"":[""National generic ballot impact"",""State-specific polling accuracy"",""Candidate quality effects"",""Incumbent status"",""Special election dynamics""],""base_rate_notes"":""Start from New Hampshire's recent federal voting pattern, which slightly favors Republicans, but adjust for national context and Senate race dynamics.""}",OK,,0.0825,mid,,true
20260626T160140Z:RSO-0048,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0048,Iowa Senate Election Winner,Iowa Senate Election Winner — Republican,Republican,US,us_senate,us_statewide,iowa_senate_2026,630734,0x38a1025bfc56539ed1ff8fdd468283d55cf9002412decd61aa8d6c578c7d01a2,will-the-republicans-win-the-iowa-senate-race-in-2026,https://polymarket.com/event/will-the-republicans-win-the-iowa-senate-race-in-2026,107844449523890311740907586041395758413047559802389895859202256336422357556837,Will the Republicans win the Iowa Senate race in 2026?,0.45,0.65,false,"Iowa's recent federal voting patterns lean Republican, but national Democratic advantage and competitive Senate races could influence outcomes.","[""National generic ballot impact"", ""State-specific polling accuracy"", ""Candidate quality effects"", ""Incumbent status"", ""Special election dynamics""]",Starting from Iowa's recent federal voting pattern with moderate adjustment for national environment and candidate factors.,"[""evidence/shared/us_midterms_context.md"", ""evidence/parents/iowa-senate-2026.md"", ""evidence/parents/iowa-senate-election-winner.md"", ""evidence/markets/RSO-0048.md""]",f4a0a79da9df29ac,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""Iowa's recent federal voting patterns lean Republican, but national Democratic advantage and competitive Senate races could influence outcomes."",""key_uncertainties"":[""National generic ballot impact"",""State-specific polling accuracy"",""Candidate quality effects"",""Incumbent status"",""Special election dynamics""],""base_rate_notes"":""Starting from Iowa's recent federal voting pattern with moderate adjustment for national environment and candidate factors.""}",OK,,0.565,mid,,true
20260626T160140Z:RSO-0049,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0049,Iowa Senate Election Winner,Iowa Senate Election Winner — Democrat,Democrat,US,us_senate,us_statewide,iowa_senate_2026,630733,0xd50c016598c499fceea10a1a714e48d9b4953487fe215daeaf916068fae722f1,will-the-democrats-win-the-iowa-senate-race-in-2026,https://polymarket.com/event/will-the-democrats-win-the-iowa-senate-race-in-2026,90689690530039118737607894922148077480097700217322320781526913496162509181445,Will the Democrats win the Iowa Senate race in 2026?,0.45,0.65,false,"Iowa's Senate race is competitive with a split state and national Democratic advantage, but Senate races are less predictable. National trends may influence, but state-specific factors like candidate quality and local issues remain key.","[""State-specific polling accuracy"", ""Candidate quality impact"", ""National wave effect magnitude"", ""Incumbent status"", ""Local issue salience""]","Iowa's recent federal voting patterns are split, with a slight lean toward Republicans. National Democratic advantage may help, but Senate races depend on state-level dynamics.","[""evidence/shared/us_midterms_context.md"", ""evidence/parents/iowa-senate-2026.md"", ""evidence/parents/iowa-senate-election-winner.md"", ""evidence/markets/RSO-0049.md""]",e84a31f241dcd6be,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""Iowa's Senate race is competitive with a split state and national Democratic advantage, but Senate races are less predictable. National trends may influence, but state-specific factors like candidate quality and local issues remain key."",""key_uncertainties"":[""State-specific polling accuracy"",""Candidate quality impact"",""National wave effect magnitude"",""Incumbent status"",""Local issue salience""],""base_rate_notes"":""Iowa's recent federal voting patterns are split, with a slight lean toward Republicans. National Democratic advantage may help, but Senate races depend on state-level dynamics.""}",OK,,0.0035,mid,,true
20260626T160140Z:RSO-0052,20260626T160140Z,2026-06-26T16:01:40Z,fair_value_v0.1,ollama,qwen3:8b,RSO-0052,Michigan Governor Election Winner,Michigan Governor Election Winner — Democrat,Democrat,US,us_governor,us_statewide,michigan_governor_2026,629464,0x76cface9f6df604ff32447bce58656b7a72b6659324d089c73a13a99f06c8aae,will-the-democrats-win-the-michigan-governor-race-in-2026,https://polymarket.com/event/will-the-democrats-win-the-michigan-governor-race-in-2026,63517706574758177502492185078056756527324898714284142778693046697324148388357,Will the Democrats win the Michigan governor race in 2026?,0.45,0.65,false,"National Democratic advantage and state-specific factors balance, but Michigan's political landscape and candidate quality introduce uncertainty.","[""State-specific candidate quality"", ""Local economic conditions"", ""Incumbent status"", ""Polling accuracy"", ""National political trends""]",Governor races are state-specific; national generic ballot does not directly translate to state outcomes.,"[""evidence/shared/us_midterms_context.md"", ""evidence/parents/michigan-governor-2026.md"", ""evidence/parents/michigan-governor-election-winner.md"", ""evidence/markets/RSO-0052.md""]",8f6ecc5e14855c72,"{""fair_value"":0.45,""confidence"":0.65,""should_abstain"":false,""rationale_short"":""National Democratic advantage and state-specific factors balance, but Michigan's political landscape and candidate quality introduce uncertainty."",""key_uncertainties"":[""State-specific candidate quality"",""Local economic conditions"",""Incumbent status"",""Polling accuracy"",""National political trends""],""base_rate_notes"":""Governor races are state-specific; national generic ballot does not directly translate to state outcomes.""}",OK,,0.0305,mid,,true
