timestamp_utc,tracking_id,parent_market_name,primary_outcome_to_track,comparison_price,fair_value,fair_value_group_norm,raw_gap,normalized_gap,selected_gap,selected_abs_gap,selected_direction,selected_strength,error_tags,diagnostic_class,analysis_action,group_n,group_fair_sum,group_market_sum,group_mass_flag,use_normalized_for_analysis,price_type,liquidity_flags,markout_status,directional_markout
2026-06-29T18:44:28Z,RSO-0011,Republican House seats after 2026 midterms,215-219,0.0975,0.45,0.1125,0.3525,0.015,0.015,0.015,NO_SIGNAL,none,probability_mass_incoherence|multi_option_market|range_or_bucket_market|no_material_signal|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,10,4,1.035,llm_mass_too_high,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0012,Republican House seats after 2026 midterms,220-224,0.077,0.35,0.0875,0.273,0.0105,0.0105,0.0105,NO_SIGNAL,none,probability_mass_incoherence|multi_option_market|range_or_bucket_market|no_material_signal|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,10,4,1.035,llm_mass_too_high,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0013,Republican House seats after 2026 midterms,225-229,0.0395,0.45,0.1125,0.4105,0.073,0.073,0.073,NO_SIGNAL,none,probability_mass_incoherence|multi_option_market|range_or_bucket_market|no_material_signal|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,10,4,1.035,llm_mass_too_high,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0014,Republican House seats after 2026 midterms,230+,0.0185,0.45,0.1125,0.4315,0.094,0.094,0.094,NO_SIGNAL,none,probability_mass_incoherence|multi_option_market|range_or_bucket_market|no_material_signal|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,10,4,1.035,llm_mass_too_high,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0015,Republican Senate seats after 2026 midterms,≤47,0.255,0.15,0.065217,-0.105,-0.189783,-0.189783,0.189783,MARKET_HIGHER,medium,probability_mass_incoherence|incomplete_market_group|multi_option_market|range_or_bucket_market|markout_pending,diagnostic_only_incomplete_market,Exclude from headline signal analysis until group is completed.,6,2.3,0.347,llm_mass_too_high|market_mass_low,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0021,Republican Senate seats after 2026 midterms,53,0.036,0.55,0.23913,0.514,0.20313,0.20313,0.20313,LLM_HIGHER,medium,probability_mass_incoherence|incomplete_market_group|multi_option_market|range_or_bucket_market|markout_pending,diagnostic_only_incomplete_market,Exclude from headline signal analysis until group is completed.,6,2.3,0.347,llm_mass_too_high|market_mass_low,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0022,Republican Senate seats after 2026 midterms,54,0.0155,0.35,0.152174,0.3345,0.136674,0.136674,0.136674,LLM_HIGHER,small,probability_mass_incoherence|incomplete_market_group|multi_option_market|range_or_bucket_market|markout_pending,diagnostic_only_incomplete_market,Exclude from headline signal analysis until group is completed.,6,2.3,0.347,llm_mass_too_high|market_mass_low,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0023,Republican Senate seats after 2026 midterms,55,0.0165,0.35,0.152174,0.3335,0.135674,0.135674,0.135674,LLM_HIGHER,small,probability_mass_incoherence|incomplete_market_group|multi_option_market|range_or_bucket_market|markout_pending,diagnostic_only_incomplete_market,Exclude from headline signal analysis until group is completed.,6,2.3,0.347,llm_mass_too_high|market_mass_low,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0024,Republican Senate seats after 2026 midterms,56,0.0105,0.35,0.152174,0.3395,0.141674,0.141674,0.141674,LLM_HIGHER,small,probability_mass_incoherence|incomplete_market_group|multi_option_market|range_or_bucket_market|markout_pending,diagnostic_only_incomplete_market,Exclude from headline signal analysis until group is completed.,6,2.3,0.347,llm_mass_too_high|market_mass_low,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0025,Republican Senate seats after 2026 midterms,57+,0.0135,0.55,0.23913,0.5365,0.22563,0.22563,0.22563,LLM_HIGHER,medium,probability_mass_incoherence|incomplete_market_group|multi_option_market|range_or_bucket_market|markout_pending,diagnostic_only_incomplete_market,Exclude from headline signal analysis until group is completed.,6,2.3,0.347,llm_mass_too_high|market_mass_low,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0026,Maine Senate Election Winner,Democrat,0.615,0.45,0.5,-0.165,-0.115,-0.165,0.165,MARKET_HIGHER,medium,binary_clean|markout_pending,standard_signal,Track normally.,2,0.9,1,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0027,Maine Senate Election Winner,Republican,0.385,0.45,0.5,0.065,0.115,0.065,0.065,NO_SIGNAL,none,binary_clean|no_material_signal|markout_pending,no_signal,"Retain for calibration/base rate, not active disagreement.",2,0.9,1,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0028,Texas Senate Election Winner,Ken Paxton (R),0.565,0.65,0.590909,0.085,0.025909,0.085,0.085,NO_SIGNAL,none,binary_clean|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",2,1.1,0.985,,false,mid,,,
2026-06-29T18:44:28Z,RSO-0029,Texas Senate Election Winner,James Talarico (D),0.42,0.45,0.409091,0.03,-0.010909,0.03,0.03,NO_SIGNAL,none,binary_clean|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",2,1.1,0.985,,false,mid,,,
2026-06-29T18:44:28Z,RSO-0030,Alaska Senate Election Winner,Mary Peltola,0.695,0.45,0.272727,-0.245,-0.422273,-0.422273,0.422273,MARKET_HIGHER,large,probability_mass_incoherence|multi_option_market|large_gap|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,5,1.65,1.003,llm_mass_too_high,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0031,Alaska Senate Election Winner,Dan Sullivan,0.305,0.55,0.333333,0.245,0.028333,0.028333,0.028333,NO_SIGNAL,none,probability_mass_incoherence|multi_option_market|no_material_signal|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,5,1.65,1.003,llm_mass_too_high,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0032,Alaska Senate Election Winner,Dustin Darden,0.001,0.15,0.090909,0.149,0.089909,0.089909,0.089909,NO_SIGNAL,none,probability_mass_incoherence|ask_only_price|multi_option_market|no_material_signal|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,5,1.65,1.003,llm_mass_too_high,true,ask_only,no_bids,PENDING,
2026-06-29T18:44:28Z,RSO-0033,Alaska Senate Election Winner,Ann Diener,0.001,0.25,0.151515,0.249,0.150515,0.150515,0.150515,LLM_HIGHER,medium,probability_mass_incoherence|ask_only_price|multi_option_market|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,5,1.65,1.003,llm_mass_too_high,true,ask_only,no_bids,PENDING,
2026-06-29T18:44:28Z,RSO-0034,Alaska Senate Election Winner,Richard Grayson,0.001,0.25,0.151515,0.249,0.150515,0.150515,0.150515,LLM_HIGHER,medium,probability_mass_incoherence|ask_only_price|multi_option_market|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,5,1.65,1.003,llm_mass_too_high,true,ask_only,no_bids,PENDING,
2026-06-29T18:44:28Z,RSO-0035,Nebraska Senate Election Winner,Republican,0.655,0.55,0.478261,-0.105,-0.176739,-0.176739,0.176739,MARKET_HIGHER,medium,multi_option_market|markout_pending,multi_option_interpretable_with_normalization,Use normalized or group-prompt estimate; compare against markouts.,3,1.15,0.9485,,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0036,Nebraska Senate Election Winner,Independent,0.27,0.15,0.130435,-0.12,-0.139565,-0.139565,0.139565,MARKET_HIGHER,small,multi_option_market|markout_pending,multi_option_interpretable_with_normalization,Use normalized or group-prompt estimate; compare against markouts.,3,1.15,0.9485,,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0037,Nebraska Senate Election Winner,Democrat,0.0235,0.45,0.391304,0.4265,0.367804,0.367804,0.367804,LLM_HIGHER,large,multi_option_market|large_gap|markout_pending,multi_option_interpretable_with_normalization,Use normalized or group-prompt estimate; compare against markouts.,3,1.15,0.9485,,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0038,Michigan Senate Election Winner,Democrat,0.72,0.45,0.5,-0.27,-0.22,-0.27,0.27,MARKET_HIGHER,large,binary_clean|large_gap|markout_pending,clean_binary_disagreement,Track as high-priority disagreement candidate.,2,0.9,0.995,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0039,Michigan Senate Election Winner,Republican,0.275,0.45,0.5,0.175,0.225,0.175,0.175,LLM_HIGHER,medium,binary_clean|markout_pending,standard_signal,Track normally.,2,0.9,0.995,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0040,Ohio Senate Election Winner,Sherrod Brown (D),0.555,0.55,0.55,-0.005,-0.005,-0.005,0.005,NO_SIGNAL,none,binary_clean|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",2,1,0.995,,false,mid,,,
2026-06-29T18:44:28Z,RSO-0041,Ohio Senate Election Winner,Jon Husted (R),0.44,0.45,0.45,0.01,0.01,0.01,0.01,NO_SIGNAL,none,binary_clean|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",2,1,0.995,,false,mid,,,
2026-06-29T18:44:28Z,RSO-0042,North Carolina Senate Election Winner,Roy Cooper (D),0.865,0.55,0.55,-0.315,-0.315,-0.315,0.315,MARKET_HIGHER,large,binary_clean|large_gap|markout_pending,clean_binary_disagreement,Track as high-priority disagreement candidate.,2,1,1.01,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0043,North Carolina Senate Election Winner,Michael Whatley (R),0.145,0.45,0.45,0.305,0.305,0.305,0.305,LLM_HIGHER,large,binary_clean|large_gap|markout_pending,clean_binary_disagreement,Track as high-priority disagreement candidate.,2,1,1.01,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0044,Georgia Senate Election Winner,Democrat,0.855,0.45,0.5,-0.405,-0.355,-0.405,0.405,MARKET_HIGHER,large,binary_clean|large_gap|markout_pending,clean_binary_disagreement,Track as high-priority disagreement candidate.,2,0.9,1.0035,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0045,Georgia Senate Election Winner,Republican,0.1485,0.45,0.5,0.3015,0.3515,0.3015,0.3015,LLM_HIGHER,large,binary_clean|large_gap|markout_pending,clean_binary_disagreement,Track as high-priority disagreement candidate.,2,0.9,1.0035,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0046,New Hampshire Senate Election Winner,Democrat,0.845,0.45,0.5,-0.395,-0.345,-0.395,0.395,MARKET_HIGHER,large,binary_clean|large_gap|markout_pending,clean_binary_disagreement,Track as high-priority disagreement candidate.,2,0.9,0.98,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0047,New Hampshire Senate Election Winner,Republican,0.135,0.45,0.5,0.315,0.365,0.315,0.315,LLM_HIGHER,large,binary_clean|large_gap|markout_pending,clean_binary_disagreement,Track as high-priority disagreement candidate.,2,0.9,0.98,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0048,Iowa Senate Election Winner,Republican,0.555,0.45,0.5,-0.105,-0.055,-0.105,0.105,MARKET_HIGHER,small,binary_clean|markout_pending,standard_signal,Track normally.,2,0.9,0.995,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0049,Iowa Senate Election Winner,Democrat,0.44,0.45,0.5,0.01,0.06,0.01,0.01,NO_SIGNAL,none,binary_clean|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",2,0.9,0.995,,false,mid,,,
2026-06-29T18:44:28Z,RSO-0052,Michigan Governor Election Winner,Democrat,0.84,0.45,0.441176,-0.39,-0.398824,-0.398824,0.398824,MARKET_HIGHER,large,multi_option_market|large_gap|markout_pending,multi_option_interpretable_with_normalization,Use normalized or group-prompt estimate; compare against markouts.,3,1.02,1.0145,,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0053,Michigan Governor Election Winner,Republican,0.145,0.45,0.441176,0.305,0.296176,0.296176,0.296176,LLM_HIGHER,large,multi_option_market|large_gap|markout_pending,multi_option_interpretable_with_normalization,Use normalized or group-prompt estimate; compare against markouts.,3,1.02,1.0145,,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0054,Michigan Governor Election Winner,Independent,0.0295,0.12,0.117647,0.0905,0.088147,0.088147,0.088147,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",3,1.02,1.0145,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0055,WA-04 House Election Winner,Republican Party,0.86,0.35,0.388889,-0.51,-0.471111,-0.51,0.51,MARKET_HIGHER,large,binary_clean|large_gap|markout_pending,clean_binary_disagreement,Track as high-priority disagreement candidate.,2,0.9,0.995,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0056,WA-04 House Election Winner,Democratic Party,0.135,0.55,0.611111,0.415,0.476111,0.415,0.415,LLM_HIGHER,large,binary_clean|large_gap|markout_pending,clean_binary_disagreement,Track as high-priority disagreement candidate.,2,0.9,0.995,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0057,NE-02 House Election Winner,Democratic Party,0.775,0.55,0.55,-0.225,-0.225,-0.225,0.225,MARKET_HIGHER,medium,binary_clean|markout_pending,standard_signal,Track normally.,2,1,1.01,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0058,NE-02 House Election Winner,Republican Party,0.235,0.45,0.45,0.215,0.215,0.215,0.215,LLM_HIGHER,medium,binary_clean|markout_pending,standard_signal,Track normally.,2,1,1.01,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0059,PA-10 House Election Winner,Democratic Party,0.685,0.55,0.55,-0.135,-0.135,-0.135,0.135,MARKET_HIGHER,small,binary_clean|markout_pending,standard_signal,Track normally.,2,1,0.955,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0060,PA-10 House Election Winner,Republican Party,0.27,0.45,0.45,0.18,0.18,0.18,0.18,LLM_HIGHER,medium,binary_clean|markout_pending,standard_signal,Track normally.,2,1,0.955,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0061,Ohio Governor Election Winner,Republican,0.5,0.45,0.5,-0.05,0,-0.05,0.05,NO_SIGNAL,none,binary_clean|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",2,0.9,1.01,,false,mid,,,
2026-06-29T18:44:28Z,RSO-0062,Ohio Governor Election Winner,Democrat,0.51,0.45,0.5,-0.06,-0.01,-0.06,0.06,NO_SIGNAL,none,binary_clean|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",2,0.9,1.01,,false,mid,,,
2026-06-29T18:44:28Z,RSO-0063,Georgia Governor Election Winner,Democrat,0.475,0.45,0.5,-0.025,0.025,-0.025,0.025,NO_SIGNAL,none,binary_clean|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",2,0.9,0.98,,false,mid,,,
2026-06-29T18:44:28Z,RSO-0064,Georgia Governor Election Winner,Republican,0.505,0.45,0.5,-0.055,-0.005,-0.055,0.055,NO_SIGNAL,none,binary_clean|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",2,0.9,0.98,,false,mid,,,
2026-06-29T18:44:28Z,RSO-0065,Nevada Governor Election Winner,Democrat,0.605,0.45,0.5,-0.155,-0.105,-0.155,0.155,MARKET_HIGHER,medium,binary_clean|markout_pending,standard_signal,Track normally.,2,0.9,1.005,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0066,Nevada Governor Election Winner,Republican,0.4,0.45,0.5,0.05,0.1,0.05,0.05,NO_SIGNAL,none,binary_clean|no_material_signal|markout_pending,no_signal,"Retain for calibration/base rate, not active disagreement.",2,0.9,1.005,,false,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0067,NY-13 House Election Winner / Darializa Avila Chevalier proxy,Democratic Party,0.9415,0.85,0.944444,-0.0915,0.002944,-0.0915,0.0915,NO_SIGNAL,none,binary_clean|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",2,0.9,0.964,,false,mid,,,
2026-06-29T18:44:28Z,RSO-0068,NY-13 House Election Winner / Darializa Avila Chevalier proxy,Republican Party,0.0225,0.05,0.055556,0.0275,0.033056,0.0275,0.0275,NO_SIGNAL,none,binary_clean|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",2,0.9,0.964,,false,mid,,,
2026-06-29T18:44:28Z,RSO-0076,Brazil Presidential Election,Luiz Inácio Lula da Silva,0.565,0.55,0.495495,-0.015,-0.069505,-0.069505,0.069505,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0077,Brazil Presidential Election,Flávio Bolsonaro,0.2215,0.15,0.135135,-0.0715,-0.086365,-0.086365,0.086365,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0078,Brazil Presidential Election,Renan Santos,0.1155,0.05,0.045045,-0.0655,-0.070455,-0.070455,0.070455,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0079,Brazil Presidential Election,Michelle Bolsonaro,0.028,0.02,0.018018,-0.008,-0.009982,-0.009982,0.009982,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0080,Brazil Presidential Election,Ronaldo Caiado,0.0125,0.01,0.009009,-0.0025,-0.003491,-0.003491,0.003491,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0081,Brazil Presidential Election,Fernando Haddad,0.0105,0.02,0.018018,0.0095,0.007518,0.007518,0.007518,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0082,Brazil Presidential Election,Camilo Santana,0.0065,0.01,0.009009,0.0035,0.002509,0.002509,0.002509,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0083,Brazil Presidential Election,Romeu Zema,0.0115,0.02,0.018018,0.0085,0.006518,0.006518,0.006518,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0084,Brazil Presidential Election,Jair Bolsonaro,0.0055,0.15,0.135135,0.1445,0.129635,0.129635,0.129635,LLM_HIGHER,small,multi_option_market|markout_pending,multi_option_interpretable_with_normalization,Use normalized or group-prompt estimate; compare against markouts.,17,1.11,0.9915,,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0085,Brazil Presidential Election,Geraldo Alckmin,0.0045,0.05,0.045045,0.0455,0.040545,0.040545,0.040545,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0086,Brazil Presidential Election,Tereza Cristina,0.0025,0.01,0.009009,0.0075,0.006509,0.006509,0.006509,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0087,Brazil Presidential Election,Tarcisio de Freitas,0.0015,0.01,0.009009,0.0085,0.007509,0.007509,0.007509,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0088,Brazil Presidential Election,Eduardo Bolsonaro,0.0015,0.02,0.018018,0.0185,0.016518,0.016518,0.016518,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0089,Brazil Presidential Election,Aldo Rebelo,0.0015,0.01,0.009009,0.0085,0.007509,0.007509,0.007509,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0090,Brazil Presidential Election,Helder Barbalho,0.0015,0.01,0.009009,0.0085,0.007509,0.007509,0.007509,NO_SIGNAL,none,multi_option_market|no_material_signal,no_signal,"Retain for calibration/base rate, not active disagreement.",17,1.11,0.9915,,true,mid,,,
2026-06-29T18:44:28Z,RSO-0091,Brazil Presidential Election,Ratinho Júnior,0.001,0.01,0.009009,0.009,0.008009,0.008009,0.008009,NO_SIGNAL,none,ask_only_price|multi_option_market|no_material_signal,liquidity_caution,Keep but downweight; verify order book depth before interpreting.,17,1.11,0.9915,,true,ask_only,no_bids,,
2026-06-29T18:44:28Z,RSO-0092,Brazil Presidential Election,Eduardo Leite,0.001,0.01,0.009009,0.009,0.008009,0.008009,0.008009,NO_SIGNAL,none,ask_only_price|multi_option_market|no_material_signal,liquidity_caution,Keep but downweight; verify order book depth before interpreting.,17,1.11,0.9915,,true,ask_only,no_bids,,
2026-06-29T18:44:28Z,RSO-0094,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva 10-15%,0.158,0.35,0.248227,0.192,0.090227,0.090227,0.090227,NO_SIGNAL,none,probability_mass_incoherence|multi_option_market|range_or_bucket_market|no_material_signal|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,9,1.41,0.9555,llm_mass_too_high,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0095,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva 5-10%,0.375,0.35,0.248227,-0.025,-0.126773,-0.126773,0.126773,MARKET_HIGHER,small,probability_mass_incoherence|multi_option_market|range_or_bucket_market|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,9,1.41,0.9555,llm_mass_too_high,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0096,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva <5%,0.29,0.15,0.106383,-0.14,-0.183617,-0.183617,0.183617,MARKET_HIGHER,medium,probability_mass_incoherence|multi_option_market|range_or_bucket_market|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,9,1.41,0.9555,llm_mass_too_high,true,mid,,PENDING,
2026-06-29T18:44:28Z,RSO-0098,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro 5-10%,0.0035,0.15,0.106383,0.1465,0.102883,0.102883,0.102883,LLM_HIGHER,small,probability_mass_incoherence|multi_option_market|range_or_bucket_market|markout_pending,use_group_prompt_or_normalized_only,Do not use raw row-by-row gap; use normalized/group-prompt estimate and log coherence failure.,9,1.41,0.9555,llm_mass_too_high,true,mid,,PENDING,
