timestamp_utc,tracking_id,parent_market_name,primary_outcome_to_track,comparison_price,row_raw_fair_value,row_norm_fair_value,group_prompt_fair_value,raw_gap,normalized_gap,group_prompt_gap,raw_abs_gap,normalized_abs_gap,group_prompt_abs_gap,raw_direction,normalized_direction,group_prompt_direction,raw_minus_norm,group_prompt_minus_row_norm,group_mass_flag,use_normalized_for_analysis,price_type,liquidity_flags
2026-06-29T18:23:26Z,RSO-0046,New Hampshire Senate Election Winner,Democrat,0.845,0.45,0.5,,-0.395,-0.345,,0.395,0.345,,MARKET_HIGHER,MARKET_HIGHER,NO_SIGNAL,-0.05,,,false,mid,
2026-06-29T18:23:26Z,RSO-0047,New Hampshire Senate Election Winner,Republican,0.135,0.45,0.5,,0.315,0.365,,0.315,0.365,,LLM_HIGHER,LLM_HIGHER,NO_SIGNAL,-0.05,,,false,mid,
2026-06-29T18:23:26Z,RSO-0048,Iowa Senate Election Winner,Republican,0.555,0.45,0.5,,-0.105,-0.055,,0.105,0.055,,MARKET_HIGHER,NO_SIGNAL,NO_SIGNAL,-0.05,,,false,mid,
2026-06-29T18:23:26Z,RSO-0049,Iowa Senate Election Winner,Democrat,0.44,0.45,0.5,,0.01,0.06,,0.01,0.06,,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,-0.05,,,false,mid,
2026-06-29T18:23:26Z,RSO-0052,Michigan Governor Election Winner,Democrat,0.84,0.45,0.441176,0.55,-0.39,-0.398824,-0.29,0.39,0.398824,0.29,MARKET_HIGHER,MARKET_HIGHER,MARKET_HIGHER,0.008824,0.108824,,true,mid,
2026-06-29T18:23:26Z,RSO-0053,Michigan Governor Election Winner,Republican,0.145,0.45,0.441176,0.4,0.305,0.296176,0.255,0.305,0.296176,0.255,LLM_HIGHER,LLM_HIGHER,LLM_HIGHER,0.008824,-0.041176,,true,mid,
2026-06-29T18:23:26Z,RSO-0054,Michigan Governor Election Winner,Independent,0.0295,0.12,0.117647,0.05,0.0905,0.088147,0.0205,0.0905,0.088147,0.0205,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.002353,-0.067647,,true,mid,
2026-06-29T18:23:26Z,RSO-0055,WA-04 House Election Winner,Republican Party,0.86,0.35,0.388889,,-0.51,-0.471111,,0.51,0.471111,,MARKET_HIGHER,MARKET_HIGHER,NO_SIGNAL,-0.038889,,,false,mid,
2026-06-29T18:23:26Z,RSO-0056,WA-04 House Election Winner,Democratic Party,0.135,0.55,0.611111,,0.415,0.476111,,0.415,0.476111,,LLM_HIGHER,LLM_HIGHER,NO_SIGNAL,-0.061111,,,false,mid,
2026-06-29T18:23:26Z,RSO-0057,NE-02 House Election Winner,Democratic Party,0.775,0.55,0.55,,-0.225,-0.225,,0.225,0.225,,MARKET_HIGHER,MARKET_HIGHER,NO_SIGNAL,0,,,false,mid,
2026-06-29T18:23:26Z,RSO-0058,NE-02 House Election Winner,Republican Party,0.235,0.45,0.45,,0.215,0.215,,0.215,0.215,,LLM_HIGHER,LLM_HIGHER,NO_SIGNAL,0,,,false,mid,
2026-06-29T18:23:26Z,RSO-0059,PA-10 House Election Winner,Democratic Party,0.685,0.55,0.55,,-0.135,-0.135,,0.135,0.135,,MARKET_HIGHER,MARKET_HIGHER,NO_SIGNAL,0,,,false,mid,
2026-06-29T18:23:26Z,RSO-0060,PA-10 House Election Winner,Republican Party,0.27,0.45,0.45,,0.18,0.18,,0.18,0.18,,LLM_HIGHER,LLM_HIGHER,NO_SIGNAL,0,,,false,mid,
2026-06-29T18:23:26Z,RSO-0061,Ohio Governor Election Winner,Republican,0.5,0.45,0.5,,-0.05,0,,0.05,0,,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,-0.05,,,false,mid,
2026-06-29T18:23:26Z,RSO-0062,Ohio Governor Election Winner,Democrat,0.51,0.45,0.5,,-0.06,-0.01,,0.06,0.01,,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,-0.05,,,false,mid,
2026-06-29T18:23:26Z,RSO-0063,Georgia Governor Election Winner,Democrat,0.475,0.45,0.5,,-0.025,0.025,,0.025,0.025,,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,-0.05,,,false,mid,
2026-06-29T18:23:26Z,RSO-0064,Georgia Governor Election Winner,Republican,0.505,0.45,0.5,,-0.055,-0.005,,0.055,0.005,,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,-0.05,,,false,mid,
2026-06-29T18:23:26Z,RSO-0065,Nevada Governor Election Winner,Democrat,0.605,0.45,0.5,,-0.155,-0.105,,0.155,0.105,,MARKET_HIGHER,MARKET_HIGHER,NO_SIGNAL,-0.05,,,false,mid,
2026-06-29T18:23:26Z,RSO-0066,Nevada Governor Election Winner,Republican,0.4,0.45,0.5,,0.05,0.1,,0.05,0.1,,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,-0.05,,,false,mid,
2026-06-29T18:23:26Z,RSO-0067,NY-13 House Election Winner / Darializa Avila Chevalier proxy,Democratic Party,0.9415,0.85,0.944444,,-0.0915,0.002944,,0.0915,0.002944,,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,-0.094444,,,false,mid,
2026-06-29T18:23:26Z,RSO-0068,NY-13 House Election Winner / Darializa Avila Chevalier proxy,Republican Party,0.0225,0.05,0.055556,,0.0275,0.033056,,0.0275,0.033056,,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,-0.005556,,,false,mid,
2026-06-29T18:23:26Z,RSO-0076,Brazil Presidential Election,Luiz Inácio Lula da Silva,0.565,0.55,0.495495,0.40697674,-0.015,-0.069505,-0.15802326,0.015,0.069505,0.15802326,NO_SIGNAL,NO_SIGNAL,MARKET_HIGHER,0.054505,-0.08851826,,true,mid,
2026-06-29T18:23:26Z,RSO-0077,Brazil Presidential Election,Flávio Bolsonaro,0.2215,0.15,0.135135,0.29069767,-0.0715,-0.086365,0.06919767,0.0715,0.086365,0.06919767,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.014865,0.15556267,,true,mid,
2026-06-29T18:23:26Z,RSO-0078,Brazil Presidential Election,Renan Santos,0.1155,0.05,0.045045,0.09302326,-0.0655,-0.070455,-0.02247674,0.0655,0.070455,0.02247674,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.004955,0.04797826,,true,mid,
2026-06-29T18:23:26Z,RSO-0079,Brazil Presidential Election,Michelle Bolsonaro,0.028,0.02,0.018018,0.05813953,-0.008,-0.009982,0.03013953,0.008,0.009982,0.03013953,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.001982,0.04012153,,true,mid,
2026-06-29T18:23:26Z,RSO-0080,Brazil Presidential Election,Ronaldo Caiado,0.0125,0.01,0.009009,0.03488372,-0.0025,-0.003491,0.02238372,0.0025,0.003491,0.02238372,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.000991,0.02587472,,true,mid,
2026-06-29T18:23:26Z,RSO-0081,Brazil Presidential Election,Fernando Haddad,0.0105,0.02,0.018018,0.02325581,0.0095,0.007518,0.01275581,0.0095,0.007518,0.01275581,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.001982,0.00523781,,true,mid,
2026-06-29T18:23:26Z,RSO-0082,Brazil Presidential Election,Camilo Santana,0.0065,0.01,0.009009,0.01744186,0.0035,0.002509,0.01094186,0.0035,0.002509,0.01094186,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.000991,0.00843286,,true,mid,
2026-06-29T18:23:26Z,RSO-0083,Brazil Presidential Election,Romeu Zema,0.0115,0.02,0.018018,0.01162791,0.0085,0.006518,0.00012791,0.0085,0.006518,0.00012791,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.001982,-0.00639009,,true,mid,
2026-06-29T18:23:26Z,RSO-0084,Brazil Presidential Election,Jair Bolsonaro,0.0055,0.15,0.135135,0.01162791,0.1445,0.129635,0.00612791,0.1445,0.129635,0.00612791,LLM_HIGHER,LLM_HIGHER,NO_SIGNAL,0.014865,-0.12350709,,true,mid,
2026-06-29T18:23:26Z,RSO-0085,Brazil Presidential Election,Geraldo Alckmin,0.0045,0.05,0.045045,0.01162791,0.0455,0.040545,0.00712791,0.0455,0.040545,0.00712791,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.004955,-0.03341709,,true,mid,
2026-06-29T18:23:26Z,RSO-0086,Brazil Presidential Election,Tereza Cristina,0.0025,0.01,0.009009,0.00581395,0.0075,0.006509,0.00331395,0.0075,0.006509,0.00331395,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.000991,-0.00319505,,true,mid,
2026-06-29T18:23:26Z,RSO-0087,Brazil Presidential Election,Tarcisio de Freitas,0.0015,0.01,0.009009,0.00581395,0.0085,0.007509,0.00431395,0.0085,0.007509,0.00431395,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.000991,-0.00319505,,true,mid,
2026-06-29T18:23:26Z,RSO-0088,Brazil Presidential Election,Eduardo Bolsonaro,0.0015,0.02,0.018018,0.00581395,0.0185,0.016518,0.00431395,0.0185,0.016518,0.00431395,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.001982,-0.01220405,,true,mid,
2026-06-29T18:23:26Z,RSO-0089,Brazil Presidential Election,Aldo Rebelo,0.0015,0.01,0.009009,0.00581395,0.0085,0.007509,0.00431395,0.0085,0.007509,0.00431395,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.000991,-0.00319505,,true,mid,
2026-06-29T18:23:26Z,RSO-0090,Brazil Presidential Election,Helder Barbalho,0.0015,0.01,0.009009,0.00581395,0.0085,0.007509,0.00431395,0.0085,0.007509,0.00431395,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.000991,-0.00319505,,true,mid,
2026-06-29T18:23:26Z,RSO-0091,Brazil Presidential Election,Ratinho Júnior,0.001,0.01,0.009009,0.00581395,0.009,0.008009,0.00481395,0.009,0.008009,0.00481395,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.000991,-0.00319505,,true,ask_only,no_bids
2026-06-29T18:23:26Z,RSO-0092,Brazil Presidential Election,Eduardo Leite,0.001,0.01,0.009009,0.00581395,0.009,0.008009,0.00481395,0.009,0.008009,0.00481395,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.000991,-0.00319505,,true,ask_only,no_bids
2026-06-29T18:23:26Z,RSO-0094,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva 10-15%,0.158,0.35,0.248227,0.23809524,0.192,0.090227,0.08009524,0.192,0.090227,0.08009524,LLM_HIGHER,NO_SIGNAL,NO_SIGNAL,0.101773,-0.01013176,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0095,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva 5-10%,0.375,0.35,0.248227,0.33333333,-0.025,-0.126773,-0.04166667,0.025,0.126773,0.04166667,NO_SIGNAL,MARKET_HIGHER,NO_SIGNAL,0.101773,0.08510633,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0096,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva <5%,0.29,0.15,0.106383,0.14285714,-0.14,-0.183617,-0.14714286,0.14,0.183617,0.14714286,MARKET_HIGHER,MARKET_HIGHER,MARKET_HIGHER,0.043617,0.03647414,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0098,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro 5-10%,0.0035,0.15,0.106383,0.0952381,0.1465,0.102883,0.0917381,0.1465,0.102883,0.0917381,LLM_HIGHER,LLM_HIGHER,NO_SIGNAL,0.043617,-0.0111449,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0099,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro <5%,0.046,0.15,0.106383,0.04761905,0.104,0.060383,0.00161905,0.104,0.060383,0.00161905,LLM_HIGHER,NO_SIGNAL,NO_SIGNAL,0.043617,-0.05876395,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0100,Brazil Presidential Election First Round: Margin of Victory,Renan Santos Victory,0.0425,0.05,0.035461,0.04761905,0.0075,-0.007039,0.00511905,0.0075,0.007039,0.00511905,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.014539,0.01215805,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0101,Brazil Presidential Election First Round: Margin of Victory,Tarcisio de Freitas Victory,0.003,0.01,0.007092,0.02380952,0.007,0.004092,0.02080952,0.007,0.004092,0.02080952,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.002908,0.01671752,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0102,Brazil Presidential Election First Round: Margin of Victory,Ratinho Júnior Victory,0.0025,0.05,0.035461,0.02380952,0.0475,0.032961,0.02130952,0.0475,0.032961,0.02130952,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.014539,-0.01165148,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0103,Brazil Presidential Election First Round: Margin of Victory,Other,0.035,0.15,0.106383,0.04761905,0.115,0.071383,0.01261905,0.115,0.071383,0.01261905,LLM_HIGHER,NO_SIGNAL,NO_SIGNAL,0.043617,-0.05876395,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0121,Brazil Presidential Election First Round: 2nd Place,Flávio Bolsonaro,0.76,0.45,0.319149,0.37433155,-0.31,-0.440851,-0.38566845,0.31,0.440851,0.38566845,MARKET_HIGHER,MARKET_HIGHER,MARKET_HIGHER,0.130851,0.05518255,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0122,Brazil Presidential Election First Round: 2nd Place,Renan Santos,0.1205,0.15,0.106383,0.16042781,0.0295,-0.014117,0.03992781,0.0295,0.014117,0.03992781,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.043617,0.05404481,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0123,Brazil Presidential Election First Round: 2nd Place,Luiz Inácio Lula da Silva,0.0315,0.15,0.106383,0.26737968,0.1185,0.074883,0.23587968,0.1185,0.074883,0.23587968,LLM_HIGHER,NO_SIGNAL,LLM_HIGHER,0.043617,0.16099668,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0124,Brazil Presidential Election First Round: 2nd Place,Romeu Zema,0.0145,0.05,0.035461,0.05347594,0.0355,0.020961,0.03897594,0.0355,0.020961,0.03897594,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.014539,0.01801494,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0125,Brazil Presidential Election First Round: 2nd Place,Michelle Bolsonaro,0.0285,0.05,0.035461,0.03208556,0.0215,0.006961,0.00358556,0.0215,0.006961,0.00358556,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.014539,-0.00337544,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0126,Brazil Presidential Election First Round: 2nd Place,Fernando Haddad,0.0065,0.05,0.035461,0.02139037,0.0435,0.028961,0.01489037,0.0435,0.028961,0.01489037,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.014539,-0.01407063,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0127,Brazil Presidential Election First Round: 2nd Place,Camilo Santana,0.0075,0.05,0.035461,0.01604278,0.0425,0.027961,0.00854278,0.0425,0.027961,0.00854278,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.014539,-0.01941822,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0128,Brazil Presidential Election First Round: 2nd Place,Ronaldo Caiado,0.012,0.05,0.035461,0.01604278,0.038,0.023461,0.00404278,0.038,0.023461,0.00404278,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.014539,-0.01941822,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0129,Brazil Presidential Election First Round: 2nd Place,Geraldo Alckmin,0.006,0.05,0.035461,0.01069519,0.044,0.029461,0.00469519,0.044,0.029461,0.00469519,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.014539,-0.02476581,llm_mass_too_high,true,mid,
2026-06-29T18:23:26Z,RSO-0130,Brazil Presidential Election First Round: 2nd Place,Tereza Cristina,0.0015,0.05,0.035461,0.01069519,0.0485,0.033961,0.00919519,0.0485,0.033961,0.00919519,NO_SIGNAL,NO_SIGNAL,NO_SIGNAL,0.014539,-0.02476581,llm_mass_too_high,true,mid,
